file,page,context
2026-03-13__-807426977827984435__260225.biosolids.PFAS.Merit.PDF.pdf,5,"Perfluorononanoic Acid 375-95-1 8:2 FTSA 8:2 Fluorotelomer Sulfonic Acid 39108-34-4 PFHpS Perfluoroheptane Sulfonic Acid 375-92-8 PFDA Perfluorodecanoic Acid 335-76-2 N-MeFOSAA N-methyl perfluorooctanesulfonamidoacetic acid 2355-31-9 EtFOSAA N-Ethyl Perfluorooctane Sulfonamidoacetic Acid 2991-50-6 PFOS Perfluorooctane Sulfonic Acid 1763-23-1 PFUnDA Perfluoroundecanoic Acid 2058-94-8 PFNS Perfluorononane Sulfonic Acid 68259-12-1 PFDoDA Perfluorododecanoic Acid 307-55-1 PFDS Perfluorodecane Sulfonic Acid 335-77-3 PFTrDA Perfluorotridecanoic Acid 72629-94-8 FOSA Perfluorooctane Sulfonamide 754-91-6 PFTeDA Perfluorotetradecanoic Acid 376-06-7 11Cl-PF3OUdS 11-chloroeicosafluoro-3-oxaundecane-1-sulfonic acid 763051-92-9 9Cl-PF3ONS 9-chlorohexadecafluoro-3-oxanone1-sulfonic acid 756426-58-1 ADONA 4,"
2026-03-13__-807426977827984435__260225.biosolids.PFAS.Merit.PDF.pdf,7,FHxS* Not detected 1.7 ug/kg 16.5 355-46-4 PFNA* Not detected 1.7 ug/kg 16.5 375-95-1 8:2 FTSA* Not detected 1.7 ug/kg 16.5 39108-34-4 PFHpS* Not detected 1.7 ug/kg 16.5 375-92-8 PFDA* Not detected 1.7 ug/kg 16.5 335-76-2 N-MeFOSAA* 6.4 1.7 ug/kg 16.5 2355-31-9 EtFOSAA* 1.9 1.7 ug/kg 16.5 2991-50-6 PFOS* Not detected 1.7 ug/kg 16.5 1763-23-1 PFUnDA* Not detected 1.7 ug/kg 16.5 2058-94-8 PFNS* Not detected 1.7 ug/kg 16.5 68259-12-1 PFDoDA* Not detected 1.7 ug/kg 16.5 307-55-1 PFDS* Not detected 1.7 ug/kg 16.5 335-77-3 PFTrDA* Not detected 1.7 ug/kg 16.5 72629-94-8 FOSA* Not detected 1.7 ug/kg 16.5 754-91-6 PFTeDA* Not detected 1.7 ug/kg 16.5 376-06-7 11Cl-PF3OUdS* Not detected 1.7 ug/kg 16.5 763051-92-9 9Cl-PF3ONS* Not detected 1.7 ug/kg 16.5 756426-58-1 ADONA* Not detected 1.7 ug/kg 16.5 91900
2026-03-13__2211822359886279510__HQM-0Z2W-CZ7GW_v1.pdf.pdf,1,"Merit.PDF - 03/13/2026 08:05 AM Comment PFAS Biosolids Monitoring (1 of 1) Biosolids grab results from 02/25/2026 Biosolids Sample Date (MM/DD/YYYY) 02/25/2026 grab YES Date Entry: For results that are non-detect, please enter a ""<"" symbol followed by the reporting limit. For all WWTPs with an RMP, PFOS, PFOA, PFNA, PFHxS, HFPO-DA (GenX), PFBS, and PFHxA sampling results are required to be reported in the table. Additionally, results for remaining PFAS analytes sampled are requested. The table lists the Acronym and CAS number for each analyte. Full parameter names and additional information can be found in the PFAS Minimum Laboratory Analyte List . Parameter CAS Number Results (ug/kg) Comments (As needed) PFOS 1763-23-1 <1.7 Was a biosolids sample collected and tested for PFAS with the intent"
2026-03-13__2211822359886279510__HQM-0Z2W-CZ7GW_v1.pdf.pdf,1,"Additionally, results for remaining PFAS analytes sampled are requested. The table lists the Acronym and CAS number for each analyte. Full parameter names and additional information can be found in the PFAS Minimum Laboratory Analyte List . Parameter CAS Number Results (ug/kg) Comments (As needed) PFOS 1763-23-1 <1.7 Was a biosolids sample collected and tested for PFAS with the intent to land apply those biosolids? Was the sample a composite or a grab? Was the sample collected representative of biosolids? 3/13/2026 8:10:10 AM Page 1 of 3 Digitally signed by: MiEnviro Portal Date: 2026.03.13 08:10:11 -04:00 Reason: Submission Data Location: State of Michigan"
2026-03-13__2211822359886279510__HQM-0Z2W-CZ7GW_v1.pdf.pdf,2,A 13252-13-6 <1.7 PFBS 375-73-5 <1.7 PFHxA 307-24-4 1.8 PFTeA 376-06-7 <1.7 PFTriA 72629-94-8 <1.7 PFDoA 307-55-1 <1.7 PFUnA 2058-94-8 <1.7 PFDA 335-76-2 <1.7 PFHpA 375-85-9 <1.7 PFPeA 2706-90-3 <3.3 PFBA 375-22-4 <1.7 PFDS 335-77-3 <1.7 PFNS 68259-12-1 <1.7 PFHpS 375-92-8 <1.7 PFPeS 2706-91-4 <1.7 PFOSA 754-91-6 <1.7 FtS 8:2 39108-34-4 <1.7 FtS 6:2 27619-97-2 <1.7 FtS 4:2 757124-72-4 <1.7 N-EtFOSAA 2991-50-6 1.9 N-MeFOSAA 2355-31-9 6.4 11Cl-PF3OUdS 763051-92-9 <1.7 9Cl-PF3ONS 756426-58-1 <1.7 ADONA 919005-14-4 <1.7 Parameter CAS Number Results (ug/kg) Comments (As needed) PFAS Mitigation and Notifications Additional Information None Staff Contact Information: WRD Biosolids Program Staff WRD IPP PFAS Staff Additional Resources: EGLE Biosolids EGLE Biosolids PFAS EGLE Industrial Pretreatment Pr
2026-03-25__-367073813989245298__MI0020257_2025-01-01_to_2025-01-31_2_DMR.pdf.pdf,6,ersion: 2 Generated: 3/25/2026 9:31 AM Page 6 of 9 1/30/2025 1/31/2025 Set: 5 of 7 Parameter Total Silver Total Silver Acute Toxicity (Ceriodaphnia dubia) Acute Toxicity (fathead minnow) Chronic Toxicity (fathead minnow) Chronic Toxicity (Ceriodaphnia dubia) Perfluorooctan e Sulfonate (PFOS) Mon. Loc. Prior to Disinfection (B) Prior to Disinfection (B) Prior to Disinfection (B) Prior to Disinfection (B) Prior to Disinfection (B) Prior to Disinfection (B) Final Effluent (1) Limit (Report) ug/L (Report) lb/d (Report) TUA (Report) TUA (Report) TUC (Report) TUC (Report) ng/L Stat. Base Maximum Daily Maximum Daily Maximum Daily Maximum Daily Individual Chronic Value Individual Chronic Value Maximum Daily 1/1/2025 1/2/2025 1/3/2025 1/4/2025 0.50 0.00724 1/5/2025 1/
2026-03-25__-367073813989245298__MI0020257_2025-01-01_to_2025-01-31_2_DMR.pdf.pdf,14,***** ***** ***** 0 0 Quarterly 24-Hr Composit e Chronic Toxicity (Ceriodaphnia dubia) (03599) Prior to Disinfection (B) Lab ID: PERMIT REQUIREMENT ***** ***** ***** ***** 1.1 Maximum Monthly Average REPORT Individual Chronic Value TUC Quarterly 24-Hr Composit e Perfluorooctane Sulfonate (PFOS) SAMPLE MEASUREMENT ***** ***** ***** ***** ***** 1.9 ng/L 3X Annually Grab
2026-03-25__-4287516719655978438__MI0020257_2024-04-01_to_2024-04-30_2_DMR.pdf.pdf,6,rmit Number: MI0020257 v7.0 DMR Version: 2 Generated: 3/25/2026 9:27 AM Page 6 of 8 Parameter Total Silver Total Silver Acute Toxicity (Ceriodaphnia dubia) Acute Toxicity (fathead minnow) Chronic Toxicity (fathead minnow) Chronic Toxicity (Ceriodaphnia dubia) Perfluorooctan e Sulfonate (PFOS) Mon. Loc. Prior to Disinfection (B) Prior to Disinfection (B) Prior to Disinfection (B) Prior to Disinfection (B) Prior to Disinfection (B) Prior to Disinfection (B) Final Effluent (1) Limit (Report) ug/L (Report) lb/d (Report) TUA (Report) TUA (Report) TUC (Report) TUC (Report) ng/L Stat. Base Maximum Daily Maximum Daily Maximum Daily Maximum Daily Individual Chronic Value Individual Chronic Value Maximum Daily 4/1/2024 *g 4/2/2024 0.5 0.00731 4/3/2024 4/4/2024 4/5/2024
2026-03-25__-4287516719655978438__MI0020257_2024-04-01_to_2024-04-30_2_DMR.pdf.pdf,13,* ***** ***** 0.0 0.0 Quarterly 24-Hr Composit e Chronic Toxicity (Ceriodaphnia dubia) (03599) Prior to Disinfection (B) Lab ID: PERMIT REQUIREMENT ***** ***** ***** ***** 1.1 Maximum Monthly Average REPORT Individual Chronic Value TUC Quarterly 24-Hr Composit e Perfluorooctane Sulfonate (PFOS) SAMPLE MEASUREMENT ***** ***** ***** ***** ***** *g ng/L 3X Annually Grab
2026-03-25__-4713217909402636999__MI0020257_2025-04-01_to_2025-04-30_2_DMR.pdf.pdf,6,rmit Number: MI0020257 v7.0 DMR Version: 2 Generated: 3/25/2026 9:32 AM Page 6 of 8 Parameter Total Silver Total Silver Acute Toxicity (Ceriodaphnia dubia) Acute Toxicity (fathead minnow) Chronic Toxicity (fathead minnow) Chronic Toxicity (Ceriodaphnia dubia) Perfluorooctan e Sulfonate (PFOS) Mon. Loc. Prior to Disinfection (B) Prior to Disinfection (B) Prior to Disinfection (B) Prior to Disinfection (B) Prior to Disinfection (B) Prior to Disinfection (B) Final Effluent (1) Limit (Report) ug/L (Report) lb/d (Report) TUA (Report) TUA (Report) TUC (Report) TUC (Report) ng/L Stat. Base Maximum Daily Maximum Daily Maximum Daily Maximum Daily Individual Chronic Value Individual Chronic Value Maximum Daily 4/1/2025 0.50 0.00835 *g 4/2/2025 4/3/2025 4/4/2025 4/5/2025
2026-03-25__-4713217909402636999__MI0020257_2025-04-01_to_2025-04-30_2_DMR.pdf.pdf,13,***** ***** ***** 0 0 Quarterly 24-Hr Composit e Chronic Toxicity (Ceriodaphnia dubia) (03599) Prior to Disinfection (B) Lab ID: PERMIT REQUIREMENT ***** ***** ***** ***** 1.1 Maximum Monthly Average REPORT Individual Chronic Value TUC Quarterly 24-Hr Composit e Perfluorooctane Sulfonate (PFOS) SAMPLE MEASUREMENT ***** ***** ***** ***** ***** *g ng/L 3X Annually Grab
2026-03-25__-6883744622283512660__MI0020257_2024-10-01_to_2024-10-31_2_DMR.pdf.pdf,7,Permit Number: MI0020257 v7.0 DMR Version: 2 Generated: 3/25/2026 9:30 AM Page 7 of 9 10/20/2024 10/21/2024 0.5 0.00691 10/22/2024 10/23/2024 0.25 10/24/2024 10/25/2024 10/26/2024 10/27/2024 10/28/2024 10/29/2024 10/30/2024 10/31/2024 Set: 6 of 7 Parameter Perfluorooctan e Sulfonate (PFOS) Chloride Sulfate Fecal Coliform Fecal Coliform Total Suspended Solids Minimum % Removal pH Mon. Loc. Final Effluent (1) Prior to Disinfection (B) Prior to Disinfection (B) Final Effluent (1) Fecal Daily Percent Removal (K) Final Effluent (1) Limit (Report) ng/L (Report) mg/L (Report) mg/L 400 #/100mL (Report) #/100mL (Report) % 6.5 SU Stat. Base Maximum Daily Maximum Daily Maximum Daily Max 7-Day Geometric Mean Maximum Daily Minimum Daily % Removal Minimum Daily 10/1/2024 *g 1.
2026-03-25__-6883744622283512660__MI0020257_2024-10-01_to_2024-10-31_2_DMR.pdf.pdf,14,***** ***** ***** 0 0 Quarterly 24-Hr Composit e Chronic Toxicity (Ceriodaphnia dubia) (03599) Prior to Disinfection (B) Lab ID: PERMIT REQUIREMENT ***** ***** ***** ***** 1.1 Maximum Monthly Average REPORT Individual Chronic Value TUC Quarterly 24-Hr Composit e Perfluorooctane Sulfonate (PFOS) SAMPLE MEASUREMENT ***** ***** ***** ***** ***** *g ng/L 3X Annually Grab
2026-03-25__-7324557563678758195__MI0020257_2025-10-01_to_2025-10-31_2_DMR.pdf.pdf,7,umber: MI0020257 v7.0 DMR Version: 2 Generated: 3/25/2026 9:35 AM Page 7 of 9 10/20/2025 10/21/2025 10/22/2025 10/23/2025 10/24/2025 0.50 0.00788 10/25/2025 10/26/2025 10/27/2025 10/28/2025 0.50 0.00735 10/29/2025 10/30/2025 10/31/2025 Set: 6 of 7 Parameter Perfluorooctan e Sulfonate (PFOS) Chloride Sulfate Fecal Coliform Fecal Coliform Total Suspended Solids Minimum % Removal pH Mon. Loc. Final Effluent (1) Prior to Disinfection (B) Prior to Disinfection (B) Final Effluent (1) Fecal Daily Percent Removal (K) Final Effluent (1) Limit (Report) ng/L (Report) mg/L (Report) mg/L 400 #/100mL (Report) #/100mL (Report) % 6.5 SU Stat. Base Maximum Daily Maximum Daily Maximum Daily Max 7-Day Geometric Mean Maximum Daily Minimum Daily % Removal Minimum Daily 10/1/2025 *g 8.
2026-03-25__-7324557563678758195__MI0020257_2025-10-01_to_2025-10-31_2_DMR.pdf.pdf,14,***** ***** <0.0 <0.0 Quarterly 24-Hr Composit e Chronic Toxicity (Ceriodaphnia dubia) (03599) Prior to Disinfection (B) Lab ID: PERMIT REQUIREMENT ***** ***** ***** ***** 1.1 Maximum Monthly Average REPORT Individual Chronic Value TUC Quarterly 24-Hr Composit e Perfluorooctane Sulfonate (PFOS) SAMPLE MEASUREMENT ***** ***** ***** ***** ***** *g ng/L 3X Annually Grab
2026-03-25__-884835855454563670__MI0020257_2026-01-01_to_2026-01-31_2_DMR.pdf.pdf,6,n: 2 Generated: 3/25/2026 9:36 AM Page 6 of 9 1/30/2026 9.30 1/31/2026 Set: 5 of 7 Parameter Total Silver Total Silver Acute Toxicity (Ceriodaphnia dubia) Acute Toxicity (fathead minnow) Chronic Toxicity (fathead minnow) Chronic Toxicity (Ceriodaphnia dubia) Perfluorooctan e Sulfonate (PFOS) Mon. Loc. Prior to Disinfection (B) Prior to Disinfection (B) Prior to Disinfection (B) Prior to Disinfection (B) Prior to Disinfection (B) Prior to Disinfection (B) Final Effluent (1) Limit (Report) ug/L (Report) lb/d (Report) TUA (Report) TUA (Report) TUC (Report) TUC (Report) ng/L Stat. Base Maximum Daily Maximum Daily Maximum Daily Maximum Daily Individual Chronic Value Individual Chronic Value Maximum Daily 1/1/2026 1/2/2026 1/3/2026 0.50 0.00545 1/4/2026 1/5/2026 1/
2026-03-25__-884835855454563670__MI0020257_2026-01-01_to_2026-01-31_2_DMR.pdf.pdf,14,***** ***** <0.0 <0.0 Quarterly 24-Hr Composit e Chronic Toxicity (Ceriodaphnia dubia) (03599) Prior to Disinfection (B) Lab ID: PERMIT REQUIREMENT ***** ***** ***** ***** 1.1 Maximum Monthly Average REPORT Individual Chronic Value TUC Quarterly 24-Hr Composit e Perfluorooctane Sulfonate (PFOS) SAMPLE MEASUREMENT ***** ***** ***** ***** ***** 1.1 ng/L 3X Annually Grab
2026-03-25__2523134679191929216__MI0020257_2024-01-01_to_2024-01-31_3_DMR.pdf.pdf,6,ersion: 3 Generated: 3/25/2026 9:26 AM Page 6 of 9 1/30/2024 1/31/2024 Set: 5 of 7 Parameter Total Silver Total Silver Acute Toxicity (Ceriodaphnia dubia) Acute Toxicity (fathead minnow) Chronic Toxicity (fathead minnow) Chronic Toxicity (Ceriodaphnia dubia) Perfluorooctan e Sulfonate (PFOS) Mon. Loc. Prior to Disinfection (B) Prior to Disinfection (B) Prior to Disinfection (B) Prior to Disinfection (B) Prior to Disinfection (B) Prior to Disinfection (B) Final Effluent (1) Limit (Report) ug/L (Report) lb/d (Report) TUA (Report) TUA (Report) TUC (Report) TUC (Report) ng/L Stat. Base Maximum Daily Maximum Daily Maximum Daily Maximum Daily Individual Chronic Value Individual Chronic Value Maximum Daily 1/1/2024 1/2/2024 1/3/2024 1 0.0132 1/4/2024 1/5/2024 1/6/20
2026-03-25__2523134679191929216__MI0020257_2024-01-01_to_2024-01-31_3_DMR.pdf.pdf,14,***** ***** ***** 0 0 Quarterly 24-Hr Composit e Chronic Toxicity (Ceriodaphnia dubia) (03599) Prior to Disinfection (B) Lab ID: PERMIT REQUIREMENT ***** ***** ***** ***** 1.1 Maximum Monthly Average REPORT Individual Chronic Value TUC Quarterly 24-Hr Composit e Perfluorooctane Sulfonate (PFOS) SAMPLE MEASUREMENT ***** ***** ***** ***** ***** 1.5 ng/L 3X Annually Grab
2026-03-25__26061418605483136__MI0020257_2025-07-01_to_2025-07-31_2_DMR.pdf.pdf,7,erated: 3/25/2026 9:33 AM Page 7 of 9 7/20/2025 0.50 0.00802 <0.00 <0.00 <0.00 <0.00 7/21/2025 <0.00 <0.00 <0.00 <0.00 7/22/2025 7/23/2025 0.20 0.50 0.00854 7/24/2025 7/25/2025 7/26/2025 7/27/2025 7/28/2025 7/29/2025 7/30/2025 7/31/2025 Set: 6 of 7 Parameter Perfluorooctan e Sulfonate (PFOS) Chloride Sulfate Fecal Coliform Fecal Coliform pH pH Mon. Loc. Final Effluent (1) Prior to Disinfection (B) Prior to Disinfection (B) Final Effluent (1) Fecal Daily Final Effluent (1) Final Effluent (1) Limit (Report) ng/L (Report) mg/L (Report) mg/L 400 #/100mL (Report) #/100mL 6.5 SU 9.0 SU Stat. Base Maximum Daily Maximum Daily Maximum Daily Max 7-Day Geometric Mean Maximum Daily Minimum Daily Maximum Daily 7/1/2025 *g 1.00 7.88 7.88 7/2/2025 7.50 7.74 7.74 7/3/2025 3.00 7.83
2026-03-25__26061418605483136__MI0020257_2025-07-01_to_2025-07-31_2_DMR.pdf.pdf,14,***** ***** <0.0 <0.0 Quarterly 24-Hr Composit e Chronic Toxicity (Ceriodaphnia dubia) (03599) Prior to Disinfection (B) Lab ID: PERMIT REQUIREMENT ***** ***** ***** ***** 1.1 Maximum Monthly Average REPORT Individual Chronic Value TUC Quarterly 24-Hr Composit e Perfluorooctane Sulfonate (PFOS) SAMPLE MEASUREMENT ***** ***** ***** ***** ***** *g ng/L 3X Annually Grab
2026-03-25__5037402671701845309__MI0020257_2024-07-01_to_2024-07-31_2_DMR.pdf.pdf,7,O DAY Permit Number: MI0020257 v7.0 DMR Version: 2 Generated: 3/25/2026 9:29 AM Page 7 of 9 7/20/2024 7/21/2024 7/22/2024 7/23/2024 0.5 0.00872 7/24/2024 7/25/2024 7/26/2024 7/27/2024 7/28/2024 7/29/2024 0.5 0.00801 7/30/2024 7/31/2024 Set: 6 of 7 Parameter Perfluorooctan e Sulfonate (PFOS) Chloride Sulfate Fecal Coliform Fecal Coliform pH pH Mon. Loc. Final Effluent (1) Prior to Disinfection (B) Prior to Disinfection (B) Final Effluent (1) Fecal Daily Final Effluent (1) Final Effluent (1) Limit (Report) ng/L (Report) mg/L (Report) mg/L 400 #/100mL (Report) #/100mL 6.5 SU 9.0 SU Stat. Base Maximum Daily Maximum Daily Maximum Daily Max 7-Day Geometric Mean Maximum Daily Minimum Daily Maximum Daily 7/1/2024 *g 1.00 7.69 7.7 7/2/2024 1.00 7.76 7.8 7/3/2024 2.00 7.68 7.
2026-03-25__5037402671701845309__MI0020257_2024-07-01_to_2024-07-31_2_DMR.pdf.pdf,14,***** ***** ***** 0 0 Quarterly 24-Hr Composit e Chronic Toxicity (Ceriodaphnia dubia) (03599) Prior to Disinfection (B) Lab ID: PERMIT REQUIREMENT ***** ***** ***** ***** 1.1 Maximum Monthly Average REPORT Individual Chronic Value TUC Quarterly 24-Hr Composit e Perfluorooctane Sulfonate (PFOS) SAMPLE MEASUREMENT ***** ***** ***** ***** ***** *g ng/L 3X Annually Grab
2026-04-10__7207999630428628908__MI0020257_2026-03-01_to_2026-03-31_DMR.pdf.pdf,6,n: 1 Generated: 4/10/2026 1:38 PM Page 6 of 9 3/30/2026 7.30 3/31/2026 Set: 5 of 7 Parameter Total Silver Total Silver Acute Toxicity (Ceriodaphnia dubia) Acute Toxicity (fathead minnow) Chronic Toxicity (fathead minnow) Chronic Toxicity (Ceriodaphnia dubia) Perfluorooctan e Sulfonate (PFOS) Mon. Loc. Prior to Disinfection (B) Prior to Disinfection (B) Prior to Disinfection (B) Prior to Disinfection (B) Prior to Disinfection (B) Prior to Disinfection (B) Final Effluent (1) Limit (Report) ug/L (Report) lb/d (Report) TUA (Report) TUA (Report) TUC (Report) TUC (Report) ng/L Stat. Base Maximum Daily Maximum Daily Maximum Daily Maximum Daily Individual Chronic Value Individual Chronic Value Maximum Daily 3/1/2026 *g *g *g *g *g 3/2/2026 3/3/2026 3/4/2026 3/5/2026
2026-04-10__7207999630428628908__MI0020257_2026-03-01_to_2026-03-31_DMR.pdf.pdf,14,*** ***** ***** *g *g Quarterly 24-Hr Composit e Chronic Toxicity (Ceriodaphnia dubia) (03599) Prior to Disinfection (B) Lab ID: PERMIT REQUIREMENT ***** ***** ***** ***** 1.1 Maximum Monthly Average REPORT Individual Chronic Value TUC Quarterly 24-Hr Composit e Perfluorooctane Sulfonate (PFOS) SAMPLE MEASUREMENT ***** ***** ***** ***** ***** *g ng/L 3X Annually Grab
2026-05-04__4573335286633922747__2026 Cadillac WWTP Biosolids PFAS Letter.msg.pdf,3,"Biosolids Containing PFAS (Interim Strategy) and the Residuals Management Program (RMP) Modification letter dated December 27, 2023, which became effective January 1, 2024, and part of the WWTP’s approved RMP. The laboratory results indicate that the PFAS analytes, Perfluorooctane Sulfonate (PFOS) and Perfluorooctanoic Acid (PFOA), concentrations in biosolids were less than (“<”) 1.7 micrograms per kilogram (µg/kg) (parts per billion [ppb]) for PFOS and <1.7 µg/kg for PFOA, respectively. Based on the combined analytical results for PFOS and PFOA in biosolids being less than 20 µg/kg, no additional actions are required at this time and land application is approved to proceed as normal in accordance with the conditions of the Interim Strategy. Please note the following PFAS requi"
2026-05-04__4573335286633922747__2026 Cadillac WWTP Biosolids PFAS Letter.msg.pdf,3,"e January 1, 2024, and part of the WWTP’s approved RMP. The laboratory results indicate that the PFAS analytes, Perfluorooctane Sulfonate (PFOS) and Perfluorooctanoic Acid (PFOA), concentrations in biosolids were less than (“<”) 1.7 micrograms per kilogram (µg/kg) (parts per billion [ppb]) for PFOS and <1.7 µg/kg for PFOA, respectively. Based on the combined analytical results for PFOS and PFOA in biosolids being less than 20 µg/kg, no additional actions are required at this time and land application is approved to proceed as normal in accordance with the conditions of the Interim Strategy. Please note the following PFAS requirements for Cadillac WWTP when land applying bulk biosolids in Michigan: • Provide the most current PFOS and PFOA analytical results and additional info"
2026-05-04__4573335286633922747__2026 Cadillac WWTP Biosolids PFAS Letter.msg.pdf,3,"hat the PFAS analytes, Perfluorooctane Sulfonate (PFOS) and Perfluorooctanoic Acid (PFOA), concentrations in biosolids were less than (“<”) 1.7 micrograms per kilogram (µg/kg) (parts per billion [ppb]) for PFOS and <1.7 µg/kg for PFOA, respectively. Based on the combined analytical results for PFOS and PFOA in biosolids being less than 20 µg/kg, no additional actions are required at this time and land application is approved to proceed as normal in accordance with the conditions of the Interim Strategy. Please note the following PFAS requirements for Cadillac WWTP when land applying bulk biosolids in Michigan: • Provide the most current PFOS and PFOA analytical results and additional information specific to PFAS and biosolids in Michigan to landowners and farmers prior to the l"
2026-05-04__4573335286633922747__2026 Cadillac WWTP Biosolids PFAS Letter.msg.pdf,3,itional actions are required at this time and land application is approved to proceed as normal in accordance with the conditions of the Interim Strategy. Please note the following PFAS requirements for Cadillac WWTP when land applying bulk biosolids in Michigan: • Provide the most current PFOS and PFOA analytical results and additional information specific to PFAS and biosolids in Michigan to landowners and farmers prior to the land application of biosolids. Information on notification requirements and sample templates can be obtained from Michigan Biosolids PFAS-related information and links.
2026-05-04__4573335286633922747__2026 Cadillac WWTP Biosolids PFAS Letter.msg.pdf,4,"otified by the WRD's Biosolids Program staff. Submit all PFAS data to EGLE WRD via MiEnviro Portal a minimum of two weeks prior to land application. • Please note that beginning calendar year 2024, generators who wish to obtain and/or maintain EQ designation for biosolids, must have combined PFOS and PFOA concentrations below 20 µg/kg. To demonstrate compliance with this standard, samples must be taken and analyzed quarterly. These requirements are in addition to, and do not supersede or replace, in any way, other requirements for EQ designation as defined in the state and federal biosolids regulations. EGLE continues to support a source reduction approach to reducing PFAS concentrations in effluent and biosolids generated from municipal WWTPs. Information on sampling and i"
2026-05-04__5725793592317696694__Cadillac WWTP Class A EQ Letter_Interim_Strategy_2026.pdf.pdf,1,"Biosolids Containing PFAS (Interim Strategy) and the Residuals Management Program (RMP) Modification letter dated December 27, 2023, which became effective January 1, 2024, and part of the WWTP’s approved RMP. The laboratory results indicate that the PFAS analytes, Perfluorooctane Sulfonate (PFOS) and Perfluorooctanoic Acid (PFOA), concentrations in biosolids were less than (“<”) 1.7 micrograms per kilogram (µg/kg) (parts per billion [ppb]) for PFOS and <1.7 µg/kg for PFOA, respectively. Based on the combined analytical results for PFOS and PFOA in biosolids being less than 20 µg/kg, no additional actions are required at this time and land application is approved to proceed as normal in accordance with the conditions of the Interim Strategy. Please note the following PFAS requi"
2026-05-04__5725793592317696694__Cadillac WWTP Class A EQ Letter_Interim_Strategy_2026.pdf.pdf,1,"e January 1, 2024, and part of the WWTP’s approved RMP. The laboratory results indicate that the PFAS analytes, Perfluorooctane Sulfonate (PFOS) and Perfluorooctanoic Acid (PFOA), concentrations in biosolids were less than (“<”) 1.7 micrograms per kilogram (µg/kg) (parts per billion [ppb]) for PFOS and <1.7 µg/kg for PFOA, respectively. Based on the combined analytical results for PFOS and PFOA in biosolids being less than 20 µg/kg, no additional actions are required at this time and land application is approved to proceed as normal in accordance with the conditions of the Interim Strategy. Please note the following PFAS requirements for Cadillac WWTP when land applying bulk biosolids in Michigan: • Provide the most current PFOS and PFOA analytical results and additional info"
2026-05-04__5725793592317696694__Cadillac WWTP Class A EQ Letter_Interim_Strategy_2026.pdf.pdf,1,"hat the PFAS analytes, Perfluorooctane Sulfonate (PFOS) and Perfluorooctanoic Acid (PFOA), concentrations in biosolids were less than (“<”) 1.7 micrograms per kilogram (µg/kg) (parts per billion [ppb]) for PFOS and <1.7 µg/kg for PFOA, respectively. Based on the combined analytical results for PFOS and PFOA in biosolids being less than 20 µg/kg, no additional actions are required at this time and land application is approved to proceed as normal in accordance with the conditions of the Interim Strategy. Please note the following PFAS requirements for Cadillac WWTP when land applying bulk biosolids in Michigan: • Provide the most current PFOS and PFOA analytical results and additional information specific to PFAS and biosolids in Michigan to landowners and farmers prior to the l"
